MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
MegaAdk,PIR,curDate,120
